account_id,loan_id,date,amount,duration,payments,status,order_id,bank_to,account_to,order_amount,order_k_symbol,trans_id,transaction_date,operation,transaction_amount,balance,transaction_k_symbol,bank,account,account_date,account_district_id,frequency,disp_id,disposition_client_id,disposition_type,card_id,card_disposition_id,card_type,card_issued,client_birth_number,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Transaction_Type,Type_of_loan,Payment_type,Balance_type
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602946,930430,VYBER,14.6,82044.8,SLUZBY,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,3670836,930430,,227,82059.4,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,3670836,930430,,227,82059.4,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",3670836,930430,,227,82059.4,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,3670836,930430,,227,82059.4,UROK,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,3671896,930430,,290,61651.8,UROK,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,3671896,930430,,290,61651.8,UROK,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",3671896,930430,,290,61651.8,UROK,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,3492042,930430,,331.1,72764.5,UROK,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,CREDIT,Low_loan_taker,"Low Payment","Mid Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,3479719,930430,,195.8,34550.1,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,3479719,930430,,195.8,34550.1,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",3479719,930430,,195.8,34550.1,UROK,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
11013,7240,930906,274740,60,4579,A,45776,YZ,91721045,4579,UVER,3526805,930430,,185,52050,UROK,,,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45777,CD,27690512,756,SIPO,3526805,930430,,185,52050,UROK,,,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45778,IJ,43103534,9499," ",3526805,930430,,185,52050,UROK,,,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
10738,7192,941221,115992,36,3222,A,45363,UV,56781524,3221.5,UVER,3524002,930430,,5.4,7791.4,UROK,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Low Balance"
10738,7192,941221,115992,36,3222,A,45364,CD,73939931,186,SIPO,3524002,930430,,5.4,7791.4,UROK,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Low Balance"
10738,7192,941221,115992,36,3222,A,45365,CD,41088736,8042," ",3524002,930430,,5.4,7791.4,UROK,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","Low Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2349969,930504,VYBER,7500,65249.9,,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,WITHDRAWL,Low_loan_taker,"Low Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602592,930504,VYBER,8900,73144.8,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602592,930504,VYBER,8900,73144.8,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602592,930504,VYBER,8900,73144.8,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602592,930504,VYBER,8900,73144.8,,,0,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,2798254,930505,VYBER,3700,30850.1,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,2798254,930505,VYBER,3700,30850.1,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",2798254,930505,VYBER,3700,30850.1,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657163,930506,VKLAD,43480,105131.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657163,930506,VKLAD,43480,105131.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657163,930506,VKLAD,43480,105131.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657648,930506,VYBER,30300,74831.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657648,930506,VYBER,30300,74831.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657648,930506,VYBER,30300,74831.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
10079,7055,940406,167100,60,2785,C,44345,YZ,33228176,2784.8,UVER,3039484,930506,VKLAD,1100,1100,,,,930506,62,"POPLATEK MESICNE",12088,12396,OWNER,1155,12088,classic,"980801 00:00:00",705117,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,CREDIT,Mid_loan_taker,"Low Payment","Low Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2349812,930507,VYBER,2600,62649.9,,,0,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,WITHDRAWL,Low_loan_taker,"Low Payment","Mid Balance"
1843,5325,930803,105804,36,2939,A,32104,QR,70984434,2938.7,UVER,541686,930507,"PREVOD Z UCTU",17632,54894.7,,QR,76294219,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
1843,5325,930803,105804,36,2939,A,32105,QR,62958741,6994,SIPO,541686,930507,"PREVOD Z UCTU",17632,54894.7,,QR,76294219,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657306,930507,"PREVOD NA UCET",6327,68504.8,SIPO,ST,24175644,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657306,930507,"PREVOD NA UCET",6327,68504.8,SIPO,ST,24175644,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657306,930507,"PREVOD NA UCET",6327,68504.8,SIPO,ST,24175644,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33915,AB,71189987,6907.5,UVER,894500,930508,VKLAD,900,900,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Low Balance"
3050,5595,940902,82896,12,6908,A,33916,AB,72762232,9716,SIPO,894500,930508,VKLAD,900,900,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Low Balance"
3050,5595,940902,82896,12,6908,A,33917,AB,62503671,119," ",894500,930508,VKLAD,900,900,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Low Balance"
3050,5595,940902,82896,12,6908,A,33918,CD,93120836,41,POJISTNE,894500,930508,VKLAD,900,900,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Low Balance"
8260,6686,940825,224604,36,6239,A,41652,QR,25747537,6239.2,UVER,2501881,930508,"PREVOD Z UCTU",37435,66902.7,,MN,92527162,930324,31,"POPLATEK MESICNE",9890,10198,OWNER,1040,9890,junior,"950528 00:00:00",760524,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,High_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602736,930508,"PREVOD NA UCET",2070,71074.8," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602736,930508,"PREVOD NA UCET",2070,71074.8," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602736,930508,"PREVOD NA UCET",2070,71074.8," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602736,930508,"PREVOD NA UCET",2070,71074.8," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602664,930508,"PREVOD NA UCET",8110,62964.8,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602664,930508,"PREVOD NA UCET",8110,62964.8,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602664,930508,"PREVOD NA UCET",8110,62964.8,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602664,930508,"PREVOD NA UCET",8110,62964.8,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2350081,930509,VYBER,19100,43549.9,,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,WITHDRAWL,Low_loan_taker,"Low Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657649,930509,VYBER,24600,43904.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657649,930509,VYBER,24600,43904.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657649,930509,VYBER,24600,43904.8,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602522,930509,VKLAD,26226,89190.8,,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602522,930509,VKLAD,26226,89190.8,,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602522,930509,VKLAD,26226,89190.8,,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602522,930509,VKLAD,26226,89190.8,,,,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,CREDIT,Mid_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657234,930511,VYBER,7400,36504.8,,,0,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657234,930511,VYBER,7400,36504.8,,,0,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657234,930511,VYBER,7400,36504.8,,,0,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
790,5126,940724,208128,48,4336,B,30555,MN,86892044,4335.8,UVER,232062,930511,VKLAD,300,300,,,,930511,54,"POPLATEK MESICNE",946,946,OWNER,159,946,classic,"950501 00:00:00",510806,54,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,CREDIT,High_loan_taker,"Mid Payament","Low Balance"
5891,6202,940418,65184,12,5432,A,38118,EF,95617645,5432.3,UVER,1736612,930512,"PREVOD Z UCTU",32594,82708,,CD,51054984,930125,54,"POPLATEK MESICNE",7127,7127,OWNER,874,7127,gold,"971007 00:00:00",570929,3,Beroun,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
11013,7240,930906,274740,60,4579,A,45776,YZ,91721045,4579,UVER,3314629,930513,"PREVOD Z UCTU",42244,94294,,YZ,45816707,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45777,CD,27690512,756,SIPO,3314629,930513,"PREVOD Z UCTU",42244,94294,,YZ,45816707,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
11013,7240,930906,274740,60,4579,A,45778,IJ,43103534,9499," ",3314629,930513,"PREVOD Z UCTU",42244,94294,,YZ,45816707,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,CREDIT,High_loan_taker,"Mid Payament","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602808,930513,"PREVOD NA UCET",1017,88173.8,POJISTNE,IJ,7772154,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602808,930513,"PREVOD NA UCET",1017,88173.8,POJISTNE,IJ,7772154,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Mid Balance"
